name,value,year,lastValue,rank
民间文学,57227.5,2005.9,57529,2
民间文学,57119,2008.8,57355,3
民间文学,57104.3,2006.1,56926,2
曲艺,57090,2007,57001.1,3
民间文学,57071.8,2009.1,56647,3
曲艺,57001.1,2006.9,56912.2,3
,,,,
民间文学,56926,2006,57227.5,2
曲艺,56912.2,2006.8,56823.3,3
民间文学,56883,2008.9,57119,3
曲艺,56823.3,2006.7,56734.4,3
传统舞蹈,56757.9,2011.1,55317,4
曲艺,56734.4,2006.6,56645.5,3
民间文学,56647,2009,56883,3
曲艺,56645.5,2006.5,56556.6,3
,,,,
曲艺,56556.6,2006.4,56467.7,3
曲艺,56467.7,2006.3,56378.8,3
曲艺,56378.8,2006.2,56289.9,3
曲艺,56289.9,2006.1,56201,3
曲艺,56278.5,2015.7,57538,5
,,,,
曲艺,56201,2006,55918.5,3
传统戏剧,56121.2,2016.4,54675.4,5
曲艺,55918.5,2005.9,55636,3
,,,,
曲艺,55636,2005.8,55353.5,3
,,,,
曲艺,55353.5,2005.7,55071,3
传统舞蹈,55317,2011,54141,4
曲艺,55071,2005.6,54788.5,3
民俗,55030,2011.5,50722.4,5
曲艺,55019,2015.8,56278.5,5
,,,,
曲艺,54788.5,2005.5,54506,3
传统戏剧,54675.4,2016.3,53229.6,5
曲艺,54506,2005.4,54223.5,3
,,,,
曲艺,54223.5,2005.3,53941,3
传统舞蹈,54141,2010.9,52965,4
,,,,
曲艺,53941,2005.2,53658.5,3
曲艺,53791,2004,53588.6,3
曲艺,53759.5,2015.9,55019,5
曲艺,53749.5,2004.1,53791,3
曲艺,53708,2004.2,53749.5,3
曲艺,53666.5,2004.3,53708,3
曲艺,53658.5,2005.1,53376,3
曲艺,53625,2004.4,53666.5,3
曲艺,53588.6,2003.9,53386.2,3
,,,,
曲艺,53583.5,2004.5,53625,3
传统美术,53580,2016,53126.8,5
曲艺,53542,2004.6,53583.5,3
曲艺,53500.5,2004.7,53542,3
曲艺,53459,2004.8,53500.5,3
曲艺,53417.5,2004.9,53459,3
传统美术,53404,2018,53092.7,7
曲艺,53386.2,2003.8,53183.8,3
曲艺,53376,2005,53417.5,3
传统美术,53251.1,2016.1,53580,5
传统戏剧,53229.6,2016.2,51783.8,5
曲艺,53183.8,2003.7,52981.4,3
曲艺,53183,2000,53183,3
,,,,
曲艺,53139.9,2000.1,53183,3
传统美术,53126.8,2015.9,52673.6,6
曲艺,53096.8,2000.2,53139.9,3
传统美术,53092.7,2017.9,52781.4,7
传统技艺,53086,2008,52934.3,4
曲艺,53053.7,2000.3,53096.8,3
曲艺,53010.6,2000.4,53053.7,3
曲艺,52981.4,2003.6,52779,3
曲艺,52967.5,2000.5,53010.6,3
传统舞蹈,52965,2010.8,51789,4
传统技艺,52934.3,2007.9,52782.6,4
曲艺,52924.4,2000.6,52967.5,3
传统美术,52922.2,2016.2,53251.1,6
曲艺,52881.3,2000.7,52924.4,3
曲艺,52838.2,2000.8,52881.3,3
曲艺,52795.1,2000.9,52838.2,3
传统技艺,52782.6,2007.8,52630.9,4
传统美术,52781.4,2017.8,52470.1,7
曲艺,52779,2003.5,52576.6,3
曲艺,52752,2001,52795.1,3
,,,,
传统美术,52673.6,2015.8,52220.4,6
传统技艺,52630.9,2007.7,52479.2,4
曲艺,52595.6,2001.1,52752,3
传统美术,52593.3,2016.3,52922.2,7
曲艺,52576.6,2003.4,52374.2,3
传统技艺,52555.1,2008.1,53086,4
曲艺,52500,2016,53759.5,6
传统技艺,52479.2,2007.6,52327.5,4
传统美术,52470.1,2017.7,52158.8,7
曲艺,52439.2,2001.2,52595.6,3
曲艺,52374.2,2003.3,52171.8,3
传统技艺,52327.5,2007.5,52175.8,4
曲艺,52282.8,2001.3,52439.2,3
传统美术,52264.4,2016.4,52593.3,7
,,,,
传统美术,52220.4,2015.7,51767.2,6
传统技艺,52175.8,2007.4,52024.1,4
曲艺,52171.8,2003.2,51969.4,3
传统美术,52158.8,2017.6,51847.5,7
曲艺,52126.4,2001.4,52282.8,3
传统技艺,52024.2,2008.2,52555.1,4
传统技艺,52024.1,2007.3,51872.4,4
曲艺,51970,2001.5,52126.4,3
曲艺,51969.4,2003.1,51767,3
传统美术,51935.5,2016.5,52264.4,7
曲艺,51932.9,2016.1,52500,7
传统技艺,51872.4,2007.2,51720.7,4
传统美术,51847.5,2017.5,51536.2,7
曲艺,51813.6,2001.6,51970,3
,,,,
传统舞蹈,51789,2010.7,50613,4
传统戏剧,51783.8,2016.1,50338,8
传统美术,51767.2,2015.6,51314,6
曲艺,51767,2003,51709.1,3
传统技艺,51720.7,2007.1,51569,4
曲艺,51709.1,2002.9,51651.2,3
曲艺,51657.2,2001.7,51813.6,3
曲艺,51651.2,2002.8,51593.3,3
传统美术,51606.6,2016.6,51935.5,7
曲艺,51593.3,2002.7,51535.4,3
传统技艺,51569,2007,51302.8,4
传统美术,51536.2,2017.4,51224.9,7
曲艺,51535.4,2002.6,51477.5,3
曲艺,51500.8,2001.8,51657.2,3
传统技艺,51493.3,2008.3,52024.2,4
曲艺,51477.5,2002.5,51419.6,3
曲艺,51419.6,2002.4,51361.7,3
曲艺,51365.8,2016.2,51932.9,8
曲艺,51361.7,2002.3,51303.8,3
曲艺,51344.4,2001.9,51500.8,3
传统美术,51314,2015.5,50860.8,6
曲艺,51303.8,2002.2,51245.9,3
传统技艺,51302.8,2006.9,51036.6,4
传统美术,51277.7,2016.7,51606.6,7
曲艺,51245.9,2002.1,51188,3
传统美术,51224.9,2017.3,50913.6,7
曲艺,51188,2002,51344.4,3
,,,,
传统技艺,51036.6,2006.8,50770.4,4
传统技艺,50962.4,2008.4,51493.3,4
传统美术,50948.8,2016.8,51277.7,7
传统美术,50913.6,2017.2,50602.3,7
传统美术,50860.8,2015.4,50407.6,6
曲艺,50798.7,2016.3,51365.8,8
传统技艺,50770.4,2006.7,50504.2,4
民俗,50722.4,2011.4,46414.8,5
传统美术,50619.9,2016.9,50948.8,7
传统舞蹈,50613,2010.6,49437,4
传统美术,50602.3,2017.1,50291,7
,,,,
传统技艺,50504.2,2006.6,50238,4
传统技艺,50431.5,2008.5,50962.4,4
传统美术,50407.6,2015.3,49954.4,6
传统戏剧,50338,2016,49099,8
传统美术,50291,2017,50619.9,7
传统技艺,50238,2006.5,49971.8,4
曲艺,50231.6,2016.4,50798.7,8
传统技艺,49971.8,2006.4,49705.6,4
传统美术,49954.4,2015.2,49501.2,6
传统技艺,49900.6,2008.6,50431.5,4
,,,,
传统技艺,49705.6,2006.3,49439.4,4
曲艺,49664.5,2016.5,50231.6,8
传统美术,49501.2,2015.1,49048,6
传统技艺,49439.4,2006.2,49173.2,4
传统舞蹈,49437,2010.5,48261,4
传统技艺,49369.7,2008.7,49900.6,4
,,,,
传统技艺,49173.2,2006.1,48907,4
传统戏剧,49099,2015.9,47860,8
曲艺,49097.4,2016.6,49664.5,8
传统美术,49048,2015,48382.4,6
传统技艺,48907,2006,48715.9,4
传统技艺,48838.8,2008.8,49369.7,4
传统技艺,48715.9,2005.9,48524.8,4
,,,,
,,,,
曲艺,48530.3,2016.7,49097.4,8
传统技艺,48524.8,2005.8,48333.7,4
,,,,
,,,,
传统美术,48382.4,2014.9,47716.8,6
,,,,
传统技艺,48333.7,2005.7,48142.6,4
传统技艺,48307.9,2008.9,48838.8,4
,,,,
传统舞蹈,48261,2010.4,47085,4
,,,,
,,,,
传统技艺,48142.6,2005.6,47951.5,4
,,,,
,,,,
,,,,
曲艺,47963.2,2016.8,48530.3,8
传统技艺,47951.5,2005.5,47760.4,4
,,,,
,,,,
,,,,
传统戏剧,47860,2015.8,46621,8
,,,,
传统技艺,47777,2009,48307.9,4
传统技艺,47760.4,2005.4,47569.3,4
传统美术,47716.8,2014.8,47051.2,6
,,,,
传统技艺,47569.3,2005.3,47378.2,4
曲艺,47396.1,2016.9,47963.2,8
,,,,
传统技艺,47378.2,2005.2,47187.1,4
,,,,
传统技艺,47280.1,2009.1,47777,4
,,,,
传统技艺,47187.1,2005.1,46996,4
传统舞蹈,47085,2010.3,45909,4
传统美术,47051.2,2014.7,46385.6,6
传统技艺,46996,2005,46707.5,4
,,,,
,,,,
传统技艺,46947,2013,46620.5,6
曲艺,46829,2017,47396.1,10
传统技艺,46800.3,2013.1,46947,6
传统技艺,46783.2,2009.2,47280.1,4
传统技艺,46707.5,2004.9,46419,4
,,,,
传统技艺,46653.6,2013.2,46800.3,6
,,,,
传统戏剧,46621,2015.7,45382,8
传统技艺,46620.5,2012.9,46294,6
,,,,
,,,,
传统技艺,46506.9,2013.3,46653.6,6
曲艺,46443.3,2017.1,46829,10
传统技艺,46419,2004.8,46130.5,4
民俗,46414.8,2011.3,42107.2,5
传统美术,46385.6,2014.6,45720,6
,,,,
传统技艺,46360.2,2013.4,46506.9,6
传统技艺,46294,2012.8,45967.5,6
传统技艺,46286.3,2009.3,46783.2,4
传统技艺,46213.5,2013.5,46360.2,6
传统技艺,46130.5,2004.7,45842,4
,,,,
,,,,
传统技艺,46066.8,2013.6,46213.5,6
曲艺,46057.6,2017.2,46443.3,10
传统技艺,45967.5,2012.7,45641,6
,,,,
传统技艺,45920.1,2013.7,46066.8,6
传统舞蹈,45909,2010.2,44733,4
传统技艺,45842,2004.6,45553.5,4
传统技艺,45789.4,2009.4,46286.3,4
传统技艺,45773.4,2013.8,45920.1,6
,,,,
传统美术,45720,2014.5,45054.4,6
曲艺,45671.9,2017.3,46057.6,10
,,,,
传统技艺,45641,2012.6,45314.5,6
传统技艺,45626.7,2013.9,45773.4,6
传统技艺,45553.5,2004.5,45265,4
传统技艺,45480,2014,45626.7,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,45382,2015.6,44143,8
,,,,
,,,,
,,,,
,,,,
传统技艺,45314.5,2012.5,44988,6
,,,,
,,,,
传统技艺,45292.5,2009.5,45789.4,4
曲艺,45286.2,2017.4,45671.9,10
传统技艺,45265,2004.4,44976.5,4
,,,,
,,,,
传统技艺,45158.7,2014.1,45480,7
,,,,
传统美术,45054.4,2014.4,44388.8,7
传统技艺,44988,2012.4,44661.5,6
传统技艺,44976.5,2004.3,44688,4
曲艺,44900.5,2017.5,45286.2,10
,,,,
传统技艺,44837.4,2014.2,45158.7,7
传统技艺,44795.6,2009.6,45292.5,4
,,,,
传统舞蹈,44733,2010.1,43557,4
传统技艺,44688,2004.2,44399.5,4
传统技艺,44661.5,2012.3,44335,6
传统技艺,44516.1,2014.3,44837.4,7
曲艺,44514.8,2017.6,44900.5,10
传统技艺,44399.5,2004.1,44111,4
传统美术,44388.8,2014.3,43723.2,8
,,,,
传统技艺,44335,2012.2,44008.5,6
传统技艺,44298.7,2009.7,44795.6,4
,,,,
传统技艺,44208,2017,44100.2,11
传统技艺,44194.8,2014.4,44516.1,8
传统戏剧,44143,2015.5,42904,8
曲艺,44129.1,2017.7,44514.8,10
传统技艺,44111,2004,43933.9,4
传统技艺,44100.2,2016.9,43992.4,11
传统技艺,44008.5,2012.1,43682,6
传统技艺,43992.4,2016.8,43884.6,11
传统技艺,43933.9,2003.9,43756.8,4
,,,,
传统技艺,43884.6,2016.7,43776.8,10
传统技艺,43873.5,2014.5,44194.8,8
传统技艺,43801.8,2009.8,44298.7,4
传统技艺,43776.8,2016.6,43669,10
传统技艺,43756.8,2003.8,43579.7,4
曲艺,43743.4,2017.8,44129.1,10
传统美术,43723.2,2014.2,43057.6,8
,,,,
传统技艺,43682,2012,43594.6,6
传统技艺,43669,2016.5,43561.2,10
传统技艺,43594.6,2011.9,43507.2,6
传统技艺,43579.7,2003.7,43402.6,4
传统技艺,43561.2,2016.4,43453.4,10
传统舞蹈,43557,2010,42399.3,4
传统技艺,43552.2,2014.6,43873.5,8
,,,,
传统技艺,43507.2,2011.8,43419.8,6
,,,,
传统技艺,43453.4,2016.3,43345.6,10
传统技艺,43419.8,2011.7,43332.4,6
,,,,
传统技艺,43402.6,2003.6,43225.5,4
曲艺,43357.7,2017.9,43743.4,10
传统技艺,43345.6,2016.2,43237.8,10
传统技艺,43332.4,2011.6,43245,6
传统技艺,43304.9,2009.9,43801.8,4
传统音乐,43293,2018,42909.6,11
传统技艺,43245,2011.5,43157.6,6
传统技艺,43237.8,2016.1,43130,10
传统技艺,43230.9,2014.7,43552.2,8
,,,,
传统技艺,43225.5,2003.5,43048.4,4
传统技艺,43157.6,2011.4,43070.2,6
传统技艺,43130,2016,43043.7,10
,,,,
传统技艺,43070.2,2011.3,42982.8,6
传统技艺,43062.9,2017.1,44208,11
传统美术,43057.6,2014.1,42392,8
传统技艺,43048.4,2003.4,42871.3,4
传统技艺,43043.7,2015.9,42957.4,9
,,,,
传统技艺,42982.8,2011.2,42895.4,5
曲艺,42972,2018,43357.7,12
传统技艺,42957.4,2015.8,42871.1,9
传统音乐,42909.6,2017.9,42526.2,12
传统技艺,42909.6,2014.8,43230.9,8
传统戏剧,42904,2015.4,41665,8
传统技艺,42895.4,2011.1,42808,5
传统技艺,42871.3,2003.3,42694.2,4
传统技艺,42871.1,2015.7,42784.8,9
,,,,
,,,,
传统技艺,42808,2010,43304.9,5
传统技艺,42808,2010.1,42808,5
传统技艺,42808,2010.2,42808,5
传统技艺,42808,2010.3,42808,5
传统技艺,42808,2010.4,42808,5
传统技艺,42808,2010.5,42808,5
传统技艺,42808,2010.6,42808,5
传统技艺,42808,2010.7,42808,5
传统技艺,42808,2010.8,42808,5
传统技艺,42808,2010.9,42808,5
传统技艺,42808,2011,42808,5
传统技艺,42784.8,2015.6,42698.5,9
传统技艺,42698.5,2015.5,42612.2,9
传统技艺,42694.2,2003.2,42517.1,4
,,,,
传统技艺,42612.2,2015.4,42525.9,9
传统技艺,42588.3,2014.9,42909.6,8
,,,,
传统音乐,42526.2,2017.8,42142.8,12
传统技艺,42525.9,2015.3,42439.6,8
传统技艺,42517.1,2003.1,42340,4
,,,,
传统技艺,42439.6,2015.2,42353.3,8
传统舞蹈,42399.3,2009.9,41241.6,5
传统技艺,42396,2001,41969.1,4
传统美术,42392,2014,41687.4,8
传统技艺,42353.3,2015.1,42267,8
传统技艺,42340,2003,42237.1,4
传统技艺,42287.5,2001.1,42396,4
,,,,
传统技艺,42267,2015,42588.3,8
,,,,
传统技艺,42237.1,2002.9,42134.2,4
,,,,
,,,,
传统技艺,42179,2001.2,42287.5,4
,,,,
,,,,
传统音乐,42142.8,2017.7,41759.4,12
传统技艺,42134.2,2002.8,42031.3,4
,,,,
,,,,
民俗,42107.2,2011.2,37799.6,6
,,,,
,,,,
,,,,
传统技艺,42070.5,2001.3,42179,4
,,,,
传统技艺,42031.3,2002.7,41928.4,4
,,,,
,,,,
,,,,
传统技艺,41969.1,2000.9,41542.2,4
传统技艺,41962,2001.4,42070.5,4
,,,,
,,,,
传统技艺,41928.4,2002.6,41825.5,4
传统技艺,41917.8,2017.2,43062.9,11
,,,,
传统技艺,41853.5,2001.5,41962,4
传统技艺,41825.5,2002.5,41722.6,4
,,,,
,,,,
传统音乐,41759.4,2017.6,41376,12
传统技艺,41745,2001.6,41853.5,4
传统技艺,41722.6,2002.4,41619.7,4
,,,,
传统美术,41687.4,2013.9,40982.8,9
传统戏剧,41665,2015.3,40426,9
传统技艺,41636.5,2001.7,41745,4
传统技艺,41619.7,2002.3,41516.8,4
,,,,
传统技艺,41542.2,2000.8,41115.3,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统技艺,41528,2001.8,41636.5,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统技艺,41516.8,2002.2,41413.9,4
,,,,
,,,,
传统技艺,41419.5,2001.9,41528,4
,,,,
传统技艺,41413.9,2002.1,41311,4
,,,,
传统音乐,41376,2017.5,40992.6,12
,,,,
,,,,
,,,,
,,,,
传统技艺,41311,2002,41419.5,4
,,,,
,,,,
传统舞蹈,41241.6,2009.8,40083.9,5
,,,,
,,,,
,,,,
传统技艺,41115.3,2000.7,40688.4,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统音乐,40992.6,2017.4,40609.2,13
传统美术,40982.8,2013.8,40278.2,9
,,,,
,,,,
,,,,
,,,,
,,,,
传统技艺,40772.7,2017.3,41917.8,13
传统医药,40772,2017,40573.8,14
传统技艺,40688.4,2000.6,40261.5,4
传统医药,40682.2,2017.1,40772,14
,,,,
,,,,
,,,,
传统音乐,40609.2,2017.3,40225.8,14
传统医药,40592.4,2017.2,40682.2,14
传统医药,40573.8,2016.9,40375.6,14
,,,,
传统医药,40502.6,2017.3,40592.4,15
,,,,
,,,,
传统戏剧,40426,2015.2,39187,9
传统医药,40412.8,2017.4,40502.6,14
,,,,
传统医药,40375.6,2016.8,40177.4,14
传统医药,40323,2017.5,40412.8,14
,,,,
传统美术,40278.2,2013.7,39573.6,9
传统技艺,40261.5,2000.5,39834.6,4
,,,,
,,,,
,,,,
传统医药,40233.2,2017.6,40323,14
传统音乐,40225.8,2017.2,39842.4,15
,,,,
传统医药,40177.4,2016.7,39979.2,14
传统医药,40143.4,2017.7,40233.2,14
,,,,
传统舞蹈,40083.9,2009.7,38926.2,5
,,,,
传统医药,40053.6,2017.8,40143.4,14
,,,,
,,,,
传统医药,39979.2,2016.6,39781,14
传统医药,39963.8,2017.9,40053.6,14
传统医药,39874,2018,39963.8,14
传统音乐,39842.4,2017.1,39459,15
传统技艺,39834.6,2000.4,39407.7,4
,,,,
,,,,
,,,,
传统医药,39781,2016.5,39582.8,14
,,,,
,,,,
,,,,
,,,,
传统技艺,39627.6,2017.4,40772.7,15
,,,,
,,,,
,,,,
,,,,
传统医药,39582.8,2016.4,39384.6,13
传统美术,39573.6,2013.6,38869,9
,,,,
,,,,
,,,,
传统音乐,39459,2017,39208.3,15
,,,,
,,,,
传统技艺,39407.7,2000.3,38980.8,4
传统音乐,39385,2012,38968.2,8
传统医药,39384.6,2016.3,39186.4,13
,,,,
,,,,
传统音乐,39208.3,2016.9,38957.6,15
传统戏剧,39187,2015.1,37948,10
传统医药,39186.4,2016.2,38988.2,13
传统音乐,39172.2,2012.1,39385,8
,,,,
传统音乐,39048,2000,39048,4
传统医药,38988.2,2016.1,38790,13
传统技艺,38980.8,2000.2,38553.9,4
传统音乐,38968.2,2011.9,38551.4,8
传统音乐,38959.4,2012.2,39172.2,8
传统音乐,38957.6,2016.8,38706.9,15
,,,,
,,,,
传统舞蹈,38926.2,2009.6,37768.5,5
传统美术,38869,2013.5,38164.4,9
,,,,
传统医药,38790,2016,38562.4,13
传统音乐,38746.6,2012.3,38959.4,8
,,,,
,,,,
传统音乐,38706.9,2016.7,38456.2,15
传统音乐,38609.7,2000.1,39048,4
传统医药,38562.4,2015.9,38334.8,13
传统技艺,38553.9,2000.1,38127,5
传统音乐,38551.4,2011.8,38134.6,8
传统音乐,38533.8,2012.4,38746.6,8
,,,,
传统技艺,38482.5,2017.5,39627.6,15
传统音乐,38456.2,2016.6,38205.5,15
传统医药,38334.8,2015.8,38107.2,13
传统音乐,38321,2012.5,38533.8,8
,,,,
,,,,
传统音乐,38205.5,2016.5,37954.8,15
传统音乐,38171.4,2000.2,38609.7,5
传统美术,38164.4,2013.4,37459.8,9
传统音乐,38134.6,2011.7,37717.8,8
传统技艺,38127,2000,38127,5
传统音乐,38108.2,2012.6,38321,8
传统医药,38107.2,2015.7,37879.6,13
,,,,
,,,,
传统音乐,37954.8,2016.4,37704.1,15
传统戏剧,37948,2015,37101,10
传统音乐,37895.4,2012.7,38108.2,8
传统医药,37879.6,2015.6,37652,13
,,,,
民俗,37799.6,2011.1,33492,6
传统舞蹈,37768.5,2009.5,36610.8,5
传统音乐,37733.1,2000.3,38171.4,5
传统音乐,37717.8,2011.6,37301,8
传统音乐,37704.1,2016.3,37453.4,14
传统音乐,37682.6,2012.8,37895.4,9
传统医药,37652,2015.5,37424.4,13
,,,,
,,,,
传统音乐,37469.8,2012.9,37682.6,9
传统美术,37459.8,2013.3,36755.2,9
传统音乐,37453.4,2016.2,37202.7,14
传统医药,37424.4,2015.4,37196.8,13
,,,,
,,,,
传统技艺,37337.4,2017.6,38482.5,15
传统音乐,37301,2011.5,36884.2,8
传统音乐,37294.8,2000.4,37733.1,5
,,,,
传统音乐,37257,2013,37469.8,9
,,,,
传统音乐,37202.7,2016.1,36952,14
传统医药,37196.8,2015.3,36969.2,13
传统戏剧,37101,2014.9,36254,10
传统医药,36969.2,2015.2,36741.6,13
传统音乐,36952,2016,36798.3,14
传统音乐,36946.6,2013.1,37257,9
,,,,
,,,,
,,,,
传统音乐,36884.2,2011.4,36467.4,8
传统音乐,36856.5,2000.5,37294.8,5
传统音乐,36798.3,2015.9,36644.6,14
传统美术,36755.2,2013.2,36050.6,9
传统医药,36741.6,2015.1,36514,13
,,,,
传统音乐,36644.6,2015.8,36490.9,14
传统音乐,36636.2,2013.2,36946.6,10
,,,,
传统舞蹈,36610.8,2009.4,35453.1,5
传统医药,36514,2015,36084.9,13
传统音乐,36490.9,2015.7,36337.2,14
,,,,
,,,,
传统音乐,36467.4,2011.3,36050.6,8
传统音乐,36418.2,2000.6,36856.5,5
,,,,
传统音乐,36337.2,2015.6,36183.5,14
传统音乐,36325.8,2013.3,36636.2,10
,,,,
传统戏剧,36254,2014.8,35407,11
,,,,
,,,,
传统技艺,36192.3,2017.7,37337.4,15
传统音乐,36183.5,2015.5,36029.8,14
传统医药,36084.9,2014.9,35655.8,13
传统音乐,36050.6,2011.2,35633.8,8
传统美术,36050.6,2013.1,35346,10
,,,,
传统音乐,36029.8,2015.4,35876.1,14
传统音乐,36015.4,2013.4,36325.8,10
,,,,
,,,,
传统音乐,35979.9,2000.7,36418.2,5
传统音乐,35876.1,2015.3,35722.4,14
,,,,
,,,,
传统音乐,35722.4,2015.2,35568.7,14
,,,,
,,,,
传统音乐,35705,2013.5,36015.4,10
传统医药,35655.8,2014.8,35226.7,13
传统音乐,35633.8,2011.1,35217,8
,,,,
传统音乐,35588,2005,35379.1,5
,,,,
传统音乐,35568.7,2015.1,35415,14
传统音乐,35541.6,2000.8,35979.9,5
,,,,
传统舞蹈,35453.1,2009.3,34295.4,5
传统音乐,35415,2015,35288.8,14
,,,,
传统戏剧,35407,2014.7,34560,12
传统音乐,35394.6,2013.6,35705,10
,,,,
传统音乐,35379.1,2004.9,35170.2,5
传统美术,35346,2013,34839.4,10
传统音乐,35288.8,2014.9,35162.6,14
,,,,
传统音乐,35261.1,2005.1,35588,5
传统医药,35226.7,2014.7,34797.6,13
传统音乐,35217,2011,34896.8,7
,,,,
传统音乐,35170.2,2004.8,34961.3,5
传统音乐,35162.6,2014.8,35036.4,14
,,,,
,,,,
传统音乐,35103.3,2000.9,35541.6,5
传统音乐,35084.2,2013.7,35394.6,10
,,,,
传统技艺,35047.2,2017.8,36192.3,15
传统音乐,35036.4,2014.7,34910.2,14
,,,,
传统音乐,34961.3,2004.7,34752.4,5
传统音乐,34934.2,2005.2,35261.1,5
传统音乐,34910.2,2014.6,34784,12
,,,,
传统音乐,34896.8,2010.9,34576.6,7
传统美术,34839.4,2012.9,34332.8,10
,,,,
,,,,
传统医药,34797.6,2014.6,34368.5,13
,,,,
传统音乐,34784,2014.5,34657.8,12
传统音乐,34773.8,2013.8,35084.2,10
传统音乐,34752.4,2004.6,34543.5,5
传统音乐,34665,2001,35103.3,5
传统音乐,34657.8,2014.4,34531.6,12
传统音乐,34607.3,2005.3,34934.2,5
,,,,
传统音乐,34576.6,2010.8,34256.4,7
,,,,
,,,,
传统戏剧,34560,2014.6,33713,14
传统音乐,34543.5,2004.5,34334.6,5
传统音乐,34531.6,2014.3,34405.4,12
,,,,
,,,,
传统音乐,34463.4,2013.9,34773.8,10
传统音乐,34405.4,2014.2,34279.2,12
,,,,
传统医药,34368.5,2014.5,33939.4,13
,,,,
传统音乐,34334.6,2004.4,34125.7,5
传统美术,34332.8,2012.8,33826.2,10
,,,,
传统舞蹈,34295.4,2009.2,33137.7,5
传统音乐,34284.6,2001.1,34665,5
传统音乐,34280.4,2005.4,34607.3,5
传统音乐,34279.2,2014.1,34153,12
传统音乐,34256.4,2010.7,33936.2,7
,,,,
,,,,
,,,,
传统音乐,34153,2014,34463.4,12
,,,,
传统音乐,34125.7,2004.3,33916.8,5
,,,,
传统美术,34050,2008,33852,5
,,,,
,,,,
,,,,
传统音乐,33953.5,2005.5,34280.4,5
传统医药,33939.4,2014.4,33510.3,13
传统音乐,33936.2,2010.6,33616,7
传统音乐,33916.8,2004.2,33707.9,5
传统音乐,33904.2,2001.2,34284.6,5
传统技艺,33902.1,2017.9,35047.2,16
,,,,
传统美术,33852,2007.9,33654,5
,,,,
传统美术,33826.2,2012.7,33319.6,10
,,,,
,,,,
传统美术,33778,2008.1,34050,5
,,,,
传统戏剧,33713,2014.5,32866,14
传统音乐,33707.9,2004.1,33499,5
传统美术,33654,2007.8,33456,5
传统音乐,33626.6,2005.6,33953.5,5
传统音乐,33616,2010.5,33295.8,7
,,,,
,,,,
,,,,
传统医药,33553,2000,33553,7
传统音乐,33523.8,2001.3,33904.2,5
,,,,
传统医药,33510.3,2014.3,33081.2,13
传统美术,33506,2008.2,33778,5
,,,,
传统音乐,33499,2004,33260.3,5
民俗,33492,2011,32257.1,8
传统医药,33456.8,2000.1,33553,7
传统美术,33456,2007.7,33258,5
,,,,
,,,,
传统医药,33360.6,2000.2,33456.8,7
传统美术,33319.6,2012.6,32813,10
,,,,
传统音乐,33299.7,2005.7,33626.6,5
传统音乐,33295.8,2010.4,32975.6,7
传统医药,33264.4,2000.3,33360.6,7
,,,,
传统音乐,33260.3,2003.9,33021.6,5
传统美术,33258,2007.6,33060,5
,,,,
传统美术,33234,2008.3,33506,5
,,,,
,,,,
传统医药,33168.2,2000.4,33264.4,7
传统音乐,33143.4,2001.4,33523.8,5
传统舞蹈,33137.7,2009.1,31980,5
,,,,
传统医药,33081.2,2014.2,32652.1,13
传统医药,33072,2000.5,33168.2,7
传统美术,33060,2007.5,32862,5
,,,,
,,,,
传统音乐,33021.6,2003.8,32782.9,5
,,,,
传统医药,32975.8,2000.6,33072,6
传统音乐,32975.6,2010.3,32655.4,7
传统音乐,32972.8,2005.8,33299.7,5
传统美术,32962,2008.4,33234,5
,,,,
,,,,
传统医药,32879.6,2000.7,32975.8,6
,,,,
传统戏剧,32866,2014.4,32019,14
传统美术,32862,2007.4,32664,5
传统美术,32813,2012.5,32306.4,10
,,,,
,,,,
传统医药,32783.4,2000.8,32879.6,6
传统音乐,32782.9,2003.7,32544.2,5
传统音乐,32763,2001.5,33143.4,5
传统技艺,32757,2018,33902.1,16
,,,,
传统美术,32690,2008.5,32962,5
传统医药,32687.2,2000.9,32783.4,6
,,,,
传统美术,32664,2007.3,32466,5
传统音乐,32655.4,2010.2,32335.2,7
传统医药,32652.1,2014.1,32223,13
传统音乐,32645.9,2005.9,32972.8,5
,,,,
,,,,
,,,,
传统医药,32591,2001,32687.2,6
,,,,
传统音乐,32544.2,2003.6,32305.5,5
,,,,
传统美术,32466,2007.2,32268,5
,,,,
传统美术,32418,2008.6,32690,5
,,,,
,,,,
传统音乐,32382.6,2001.6,32763,5
传统音乐,32335.2,2010.1,32015,7
传统音乐,32319,2006,32645.9,5
,,,,
传统美术,32306.4,2012.4,31799.8,10
传统音乐,32305.5,2003.5,32066.8,5
,,,,
传统美术,32268,2007.1,32070,5
传统医药,32257.5,2001.1,32591,6
民俗,32257.1,2010.9,31022.2,8
传统医药,32223,2014,31815.4,13
,,,,
传统音乐,32182.5,2006.1,32319,5
,,,,
,,,,
传统美术,32146,2008.7,32418,5
,,,,
传统美术,32070,2007,31657.1,5
传统音乐,32066.8,2003.4,31828.1,5
传统音乐,32046,2006.2,32182.5,5
,,,,
传统戏剧,32019,2014.3,31172,14
